cpu_usage,memory_usage,latency,error_rate,outage
6.8,35.14,139.96,1.98,0
35.95,68.01,95.79,3.71,0
45.34,72.57,105.59,1.02,0
30.88,17.47,193.17,2.32,0
48.3,53.12,131.08,1.33,0
44.58,89.36,84.81,1.48,0
12.82,71.47,62.32,3.48,0
40.44,62.12,82.16,2.73,0
75.93,43.44,157.89,1.4,0
25.04,59.16,140.39,0.94,0
50.06,34.09,81.02,2.27,0
82.92,69.81,1632.09,50.93,1
33.96,69.51,93.04,1.91,0
35.7,43.35,83.77,2.23,0
113.34,70.1,1670.52,38.4,1
36.57,44.29,135.14,1.19,0
63.19,61.16,35.73,1.75,0
35.25,50.43,130.15,0.73,0
23.98,20.7,146.85,2.96,0
40.21,50.24,167.25,1.1,0
65.54,50.34,70.74,3.31,0
72.01,48.81,86.59,1.06,0
27.1,52.76,73.83,1.15,0
27.21,42.37,31.66,2.78,0
32.6,58.86,137.05,1.05,0
108.68,67.27,637.73,24.2,1
28.54,76.9,232.74,2.42,0
38.07,59.12,105.77,2.19,0
62.17,72.08,86.24,4.0,0
34.06,44.76,108.15,3.68,0
39.51,68.58,75.56,2.69,0
43.71,68.71,100.02,1.87,0
61.8,71.08,176.42,3.25,0
58.38,33.3,133.94,3.12,0
27.02,2.79,143.51,3.39,0
51.16,49.46,68.23,1.69,0
48.68,69.31,109.77,1.45,0
27.83,24.63,147.74,3.64,0
36.21,44.81,115.5,1.17,0
54.86,61.36,134.38,4.13,0
37.15,46.35,157.79,1.63,0
25.4,58.82,120.06,0.79,0
87.94,87.52,1893.23,35.4,1
54.81,28.09,96.25,2.57,0
31.75,73.77,132.0,2.77,0
42.74,41.3,124.56,1.56,0
40.08,50.1,168.14,0.54,0
50.77,69.45,98.8,3.17,0
96.03,108.15,1001.61,33.71,1
64.1,18.09,91.91,1.87,0
40.97,41.91,207.85,3.09,0
42.39,69.12,92.11,1.34,0
29.37,55.82,115.17,2.54,0
54.56,49.49,90.36,4.24,0
29.15,28.29,144.6,3.0,0
95.98,68.68,1022.42,14.43,1
34.94,6.31,69.58,2.22,0
113.35,107.08,1414.8,40.75,1
105.58,73.81,2013.33,18.18,1
40.41,73.82,130.43,0.61,0
38.08,55.85,90.92,2.74,0
54.92,74.56,81.87,3.51,0
46.04,70.05,57.11,0.74,0
30.71,42.78,148.02,2.06,0
63.19,75.88,163.04,2.72,0
78.95,59.42,1503.54,30.92,1
42.04,53.71,77.53,1.62,0
55.72,58.24,177.02,2.67,0
60.16,58.3,185.81,1.57,0
61.67,42.87,143.24,4.2,0
28.21,50.46,109.69,1.19,0
31.64,63.47,130.09,2.55,0
35.87,36.21,178.81,2.57,0
40.68,68.6,169.74,3.18,0
29.6,9.54,108.85,0.82,0
44.01,57.29,97.83,2.6,0
47.95,33.06,88.18,1.62,0
81.27,64.37,1375.82,27.19,1
48.74,43.07,101.67,0.07,0
58.05,54.32,187.68,3.03,0
66.31,60.45,122.06,0.37,0
27.58,64.54,118.74,3.84,0
50.38,27.09,118.9,1.03,0
43.49,79.56,123.5,0.92,0
33.54,30.53,173.53,2.47,0
65.43,49.94,139.12,0.21,0
64.82,58.53,154.73,2.87,0
66.03,29.71,164.11,1.01,0
25.43,33.4,129.53,1.62,0
26.59,55.48,163.3,1.49,0
63.36,54.83,114.33,0.57,0
64.6,50.0,118.77,1.1,0
37.97,56.13,13.21,1.47,0
34.89,28.89,53.95,0.78,0
47.23,70.82,230.72,1.97,0
110.43,90.69,880.94,36.98,1
61.86,90.68,125.36,1.35,1
50.56,48.67,195.0,1.22,0
88.34,99.09,1411.07,22.38,1
33.88,71.72,159.51,2.05,0
28.29,59.52,151.83,2.5,0
53.02,37.0,18.93,2.16,0
91.57,85.6,1349.21,51.07,1
24.91,56.1,113.11,2.24,0
48.54,39.78,72.68,2.85,0
36.5,43.84,123.71,1.24,0
9.75,52.81,146.42,2.9,0
17.69,59.35,106.0,1.48,0
29.03,75.23,139.88,2.42,0
36.51,49.87,104.83,1.07,0
36.67,40.47,56.92,3.37,0
49.42,93.09,96.03,2.28,1
63.55,42.65,82.85,2.59,0
27.94,70.01,128.17,1.57,0
95.05,121.97,1352.89,29.05,1
26.32,69.01,81.59,2.54,0
50.16,42.96,39.5,1.65,0
19.06,91.62,127.31,1.83,1
41.6,35.8,70.99,2.64,0
20.98,74.9,132.11,1.77,0
39.98,50.36,133.12,1.32,0
43.77,57.04,96.61,3.53,0
57.97,130.16,1407.83,25.11,1
25.31,54.41,80.1,1.77,0
15.2,74.75,78.98,2.05,0
30.57,74.93,114.39,1.75,0
40.2,74.38,116.1,2.3,0
19.51,45.68,67.97,2.17,0
57.53,47.8,89.21,2.0,0
86.43,87.59,1382.03,35.51,1
33.99,62.73,131.67,2.06,0
22.86,55.12,39.06,1.95,0
39.71,63.54,102.14,2.28,0
13.47,99.18,139.91,0.15,1
21.79,54.24,115.6,2.68,0
36.15,55.84,150.21,3.04,0
47.67,34.39,136.87,1.29,0
22.87,76.8,54.33,3.0,0
29.91,47.35,95.45,1.54,0
52.41,82.39,123.22,1.52,0
49.13,70.73,163.63,2.69,0
40.85,29.45,191.97,2.69,0
33.6,32.48,148.34,0.15,0
49.95,42.67,156.74,2.68,0
37.62,-3.78,166.73,2.8,0
47.78,74.8,74.57,1.14,0
24.14,65.63,143.14,1.25,0
33.76,38.87,97.96,1.76,0
35.6,62.2,167.64,-0.59,0
35.56,64.0,94.66,2.7,0
50.68,47.54,77.02,2.28,0
40.53,69.32,169.02,1.46,0
44.08,98.1,156.81,3.1,1
9.6,21.87,198.39,3.29,0
39.3,6.71,193.28,0.85,0
34.98,56.22,191.06,1.91,0
55.89,81.63,126.97,2.53,0
37.21,44.22,172.7,1.33,0
41.48,78.77,188.69,1.17,0
37.21,64.45,80.83,1.79,0
46.58,52.31,115.01,1.92,0
69.57,36.87,89.37,3.31,0
32.62,50.97,148.38,2.13,0
51.67,66.75,127.33,1.68,0
54.01,45.94,173.24,0.91,0
57.85,20.33,163.23,3.03,0
58.96,72.29,82.49,4.11,0
15.3,55.52,142.73,1.41,0
39.7,72.3,118.02,3.14,0
37.82,81.28,102.43,1.68,0
24.68,61.96,141.28,2.66,0
44.96,65.05,133.87,2.11,0
53.93,57.38,183.73,0.55,0
44.3,76.08,81.19,1.81,0
38.08,58.91,193.17,0.5,0
70.23,56.62,140.68,2.35,0
52.38,32.04,131.83,1.47,0
108.19,74.27,669.2,28.04,1
10.57,38.27,43.82,3.05,0
54.48,36.78,83.35,1.76,0
42.51,35.49,144.14,2.24,0
36.93,36.8,124.97,3.86,0
31.87,55.62,143.57,2.48,0
38.45,42.68,79.95,3.3,0
47.25,73.46,51.66,4.27,0
27.16,88.31,139.13,0.81,0
105.1,60.12,1300.38,37.86,1
66.28,55.08,153.87,1.68,0
62.36,39.05,162.08,2.05,0
23.14,69.71,102.33,2.83,0
30.13,23.21,66.96,1.28,0
63.75,33.78,127.7,1.95,0
54.41,64.78,141.81,1.61,0
65.32,73.51,63.81,2.06,0
25.16,47.64,192.98,4.15,0
26.47,71.43,143.24,2.07,0
46.13,51.06,128.43,1.98,0
20.77,29.14,102.72,0.8,0
40.76,32.56,131.31,1.83,0
38.47,40.35,61.52,2.28,0
34.68,31.95,112.47,2.79,0
39.56,60.79,148.1,3.47,0
48.85,31.43,105.97,1.39,0
9.65,62.16,150.93,2.24,0
41.52,29.17,135.82,-0.6,0
37.0,68.48,84.48,1.58,0
47.25,76.02,123.74,2.32,0
48.52,30.14,46.82,1.05,0
41.73,68.09,161.81,2.15,0
35.68,43.33,60.91,1.98,0
33.05,35.7,119.77,1.06,0
22.91,77.09,70.07,1.85,0
50.7,60.75,145.52,1.75,0
43.81,36.45,85.08,2.82,0
40.51,21.18,208.14,3.07,0
36.8,33.7,96.33,1.35,0
78.13,42.04,1932.37,40.3,1
34.73,36.28,57.78,1.25,0
24.8,53.72,75.97,3.45,0
58.57,59.06,103.1,2.64,0
61.91,69.61,106.72,4.04,0
10.94,47.96,68.6,3.01,0
33.02,51.06,143.6,1.79,0
15.38,43.94,114.19,2.36,0
47.87,15.38,128.02,2.99,0
45.49,22.17,106.54,0.55,0
45.56,84.84,103.05,2.3,0
24.07,39.55,104.31,3.36,0
34.15,47.09,115.8,1.97,0
53.52,51.9,203.74,1.05,0
21.18,66.33,127.15,1.31,0
32.79,55.6,147.82,3.52,0
114.96,94.3,1870.17,43.28,1
37.11,7.31,112.21,2.63,0
53.79,37.51,145.03,1.29,0
24.58,49.15,196.11,2.24,0
22.75,40.75,73.74,3.13,0
50.47,72.11,107.59,1.84,0
19.64,83.3,118.65,1.8,0
14.43,50.86,162.43,2.24,0
20.74,42.65,109.0,2.41,0
50.76,77.87,84.08,2.44,0
32.5,39.69,115.63,2.4,0
33.45,45.55,72.85,3.83,0
31.03,49.69,175.38,2.26,0
39.45,61.95,188.93,0.98,0
45.83,61.79,109.53,0.94,0
24.39,52.57,162.08,3.68,0
20.84,22.06,113.13,1.89,0
58.35,16.84,47.53,1.92,0
15.65,66.5,82.97,0.75,0
17.31,46.94,85.69,1.52,0
49.14,26.19,112.16,3.27,0
27.92,87.3,96.48,2.1,0
54.06,46.8,168.38,2.75,0
43.83,38.79,136.79,4.81,0
23.52,23.49,112.91,1.97,0
14.78,67.01,145.36,2.75,0
33.05,26.94,114.41,1.18,0
90.81,84.49,1878.04,35.69,1
56.06,46.35,169.6,4.12,0
26.33,49.37,100.81,1.03,0
54.87,72.51,151.66,2.2,0
41.76,22.8,93.99,3.44,0
27.36,58.24,149.87,3.38,0
44.88,52.56,134.08,1.28,0
32.51,62.25,189.79,1.94,0
30.82,53.18,177.48,1.59,0
70.98,47.09,54.11,2.78,0
30.64,48.41,133.75,1.61,0
35.64,37.49,92.56,2.85,0
47.32,54.53,113.72,2.22,0
56.94,35.52,163.0,1.56,0
32.42,62.14,89.79,0.68,0
24.16,28.44,129.26,3.41,0
48.53,57.83,89.27,2.75,0
32.25,86.52,123.97,2.09,0
51.68,7.16,147.69,0.8,0
75.21,89.08,753.39,15.74,0
25.55,43.68,109.58,2.01,0
53.09,52.05,75.62,1.37,0
50.48,65.06,187.74,1.37,0
83.48,98.19,1850.66,24.96,1
26.03,68.45,117.42,0.52,0
22.97,46.67,153.96,1.83,0
46.11,64.15,194.45,2.38,0
51.65,26.72,117.1,1.79,0
33.54,66.46,187.32,0.6,0
25.31,47.9,60.95,2.56,0
40.3,89.87,132.06,3.09,0
41.32,20.45,103.63,0.43,0
20.34,38.67,106.87,2.6,0
73.32,59.49,165.61,1.72,0
61.82,35.76,92.62,1.48,0
30.87,24.46,81.59,1.88,0
45.36,36.17,160.86,2.54,0
29.33,31.6,144.77,3.35,0
36.17,70.31,74.85,2.55,0
37.15,96.47,171.7,3.36,1
39.5,39.01,117.1,3.47,0
50.71,35.56,83.16,1.85,0
65.52,52.71,1883.32,19.62,1
46.4,30.14,89.81,2.42,0
43.12,22.71,139.64,0.44,0
20.54,48.06,95.86,0.64,0
70.21,45.1,82.53,2.91,0
52.45,29.13,170.37,2.98,0
49.26,60.06,57.03,1.12,0
47.27,51.76,124.67,0.94,0
110.35,79.82,1509.01,18.81,1
50.57,23.05,139.24,2.3,0
63.09,98.85,187.24,0.71,1
97.12,102.48,829.14,11.13,1
30.38,36.66,141.28,0.59,0
33.85,35.96,167.92,1.53,0
16.63,18.52,132.28,2.86,0
89.46,87.11,723.78,28.61,1
55.67,86.3,144.87,2.6,0
62.76,38.36,123.44,2.01,0
38.56,33.53,121.51,1.97,0
43.95,55.34,92.32,2.51,0
3.84,31.85,88.48,2.1,0
37.87,88.87,67.66,3.0,0
74.36,47.64,44.7,0.34,0
93.97,102.35,920.44,45.67,1
56.7,18.65,94.16,1.34,0
47.73,68.35,196.2,2.6,0
50.75,31.95,84.69,1.14,0
65.22,35.12,84.4,3.15,0
48.73,74.92,93.38,2.7,0
28.91,21.69,122.48,2.0,0
46.65,54.74,135.77,1.45,0
108.65,87.06,1576.23,48.26,1
50.27,72.01,163.32,1.25,0
-0.19,20.96,93.35,1.9,0
17.89,59.14,71.72,1.28,0
32.89,63.13,62.89,3.35,0
30.3,47.17,23.83,2.42,0
50.04,66.0,196.44,1.86,0
40.2,90.55,119.32,2.76,1
29.74,62.82,159.96,2.05,0
43.92,70.23,115.99,1.72,0
34.09,42.29,94.48,2.25,0
44.48,46.78,61.73,-1.4,0
47.12,55.78,189.98,3.07,0
63.61,79.17,74.33,1.26,0
56.83,111.79,1555.79,38.1,1
54.54,62.18,162.93,1.94,0
36.35,79.93,153.67,1.46,0
30.5,47.84,120.12,3.25,0
16.27,46.13,123.72,-0.35,0
53.88,6.96,144.21,2.36,0
34.91,49.81,59.03,0.6,0
58.53,25.28,148.31,3.07,0
55.55,49.14,72.58,2.66,0
95.9,60.37,1083.99,42.54,1
21.39,63.87,95.28,2.25,0
38.06,65.11,135.91,2.3,0
35.7,21.98,159.99,3.29,0
40.42,63.41,66.86,2.62,0
118.68,37.43,1007.27,44.52,1
62.54,38.7,127.34,1.25,0
46.68,52.59,65.28,2.36,0
61.9,56.45,102.03,0.54,0
25.02,60.25,99.67,2.07,0
43.57,36.85,132.11,2.95,0
88.58,101.92,127.9,0.97,1
18.45,61.05,158.73,0.72,0
19.13,19.65,38.39,1.03,0
50.47,58.19,81.7,1.15,0
44.21,47.63,177.24,2.86,0
28.09,41.75,147.18,1.44,0
81.2,79.96,1941.9,12.17,1
56.81,74.28,134.42,1.75,0
45.12,9.75,167.67,2.14,0
54.43,63.77,177.41,2.55,0
26.32,26.94,91.49,2.15,0
100.58,78.67,2019.79,44.01,1
75.64,30.15,103.89,1.44,0
14.78,32.33,155.36,3.5,0
67.66,18.83,128.36,1.66,0
33.41,77.22,164.86,1.96,0
26.0,16.01,128.6,3.32,0
28.17,15.92,66.94,0.1,0
38.23,46.28,197.16,2.71,0
29.53,66.26,91.41,2.75,0
13.07,31.97,183.66,1.38,0
51.51,54.9,167.06,2.7,0
27.26,71.1,130.45,3.28,0
40.79,4.19,115.77,1.01,0
45.35,46.76,61.59,2.89,0
43.29,65.13,95.4,1.87,0
30.52,78.69,49.82,2.14,0
26.85,18.13,57.56,1.12,0
51.1,63.94,136.89,4.77,0
20.99,42.84,145.66,0.73,0
46.74,51.78,173.35,3.28,0
22.02,32.62,111.57,2.46,0
9.42,27.31,132.71,2.21,0
59.95,43.48,171.3,3.02,0
85.07,107.17,1856.17,22.24,1
44.75,47.85,193.06,2.3,0
81.05,103.56,1067.42,32.84,1
27.5,62.85,99.43,4.73,0
42.99,29.56,113.42,0.98,0
27.19,52.47,113.06,1.6,0
28.11,63.53,118.54,0.62,0
21.06,47.5,100.87,2.29,0
55.9,69.74,126.34,2.44,0
12.21,84.09,90.62,1.41,0
23.39,67.06,123.28,3.17,0
81.41,87.78,1400.18,37.04,1
73.16,29.0,93.25,3.05,0
86.21,93.64,833.35,40.58,1
28.17,55.58,107.7,3.91,0
2.79,71.51,151.38,2.08,0
43.03,35.94,156.27,2.12,0
65.48,58.23,167.66,1.94,0
14.95,51.58,93.3,3.03,0
33.36,73.19,131.03,2.73,0
18.4,62.89,136.68,3.93,0
30.96,64.96,111.93,1.52,0
38.07,52.27,130.6,2.02,0
16.02,51.56,101.61,4.59,0
41.79,85.7,77.38,2.07,0
14.03,46.6,198.35,0.93,0
30.37,86.97,139.63,1.96,0
33.64,38.4,157.99,1.87,0
27.23,37.32,142.72,2.65,0
85.02,55.75,849.67,27.28,1
28.5,44.49,161.16,2.72,0
37.07,33.69,186.18,2.08,0
12.07,47.6,106.75,2.81,0
61.29,43.67,114.93,3.02,0
22.95,58.62,151.59,1.16,0
36.79,35.28,134.09,2.77,0
18.16,59.43,111.3,2.75,0
28.99,68.35,196.56,3.31,0
36.99,57.36,128.4,1.42,0
26.71,46.6,173.8,1.79,0
51.3,37.32,72.97,1.57,0
35.51,30.58,109.29,2.34,0
36.49,54.99,143.76,0.31,0
74.9,91.13,740.85,35.58,1
32.06,28.73,149.62,2.25,0
49.17,117.38,1330.57,24.44,1
40.03,20.03,182.44,3.43,0
39.98,22.34,132.76,0.92,0
29.46,95.66,190.72,2.81,1
26.2,19.51,165.25,1.73,0
60.06,30.47,137.24,2.07,0
15.72,63.4,132.1,0.98,0
34.8,84.05,125.07,1.21,0
31.91,31.84,78.41,0.22,0
52.66,48.46,104.69,1.78,0
27.51,69.75,162.61,2.34,0
57.04,30.56,114.96,1.89,0
54.31,44.97,76.56,1.57,0
31.54,38.41,119.48,0.82,0
34.94,48.33,183.07,1.06,0
29.18,37.2,29.34,2.41,0
64.51,99.77,954.97,42.76,1
43.99,56.03,193.08,2.6,0
43.54,53.64,132.76,1.56,0
38.63,62.21,156.93,3.13,0
21.93,66.99,156.37,1.98,0
32.75,41.04,177.39,4.23,0
18.2,52.43,78.95,1.31,0
52.97,53.46,178.39,1.6,0
32.76,52.57,116.02,2.71,0
36.97,38.49,128.51,1.83,0
43.09,46.46,32.42,1.83,0
30.9,77.63,74.41,3.89,0
71.14,41.17,109.12,3.21,0
15.31,60.95,119.93,1.76,0
31.34,10.14,106.06,1.02,0
21.63,60.06,136.67,1.21,0
20.47,96.7,131.86,1.25,1
53.17,70.75,207.41,1.88,0
49.47,78.09,104.96,2.54,0
68.78,38.91,149.27,1.96,0
45.32,41.55,130.34,1.5,0
35.83,54.16,113.8,2.23,0
25.6,47.87,125.49,2.88,0
101.28,93.93,1333.82,43.0,1
53.68,46.48,37.46,2.81,0
51.59,60.3,164.66,0.68,0
33.66,45.15,187.67,2.9,0
37.18,61.48,171.12,2.83,0
17.51,56.81,178.24,3.0,0
89.27,103.32,1715.89,30.67,1
91.55,100.74,1440.95,46.06,1
31.04,30.18,126.84,-0.42,0
60.4,43.29,189.13,1.19,0
62.14,73.26,60.73,2.26,0
34.41,52.91,92.45,1.77,0
32.11,41.86,172.59,5.97,0
50.96,43.57,137.81,1.2,0
64.65,49.17,135.42,2.2,0
51.87,21.07,48.67,2.72,0
45.25,48.81,119.28,2.05,0
23.9,45.5,127.51,1.73,0
33.55,32.62,103.05,2.84,0
52.22,39.73,170.33,1.7,0
96.75,115.35,1578.01,47.6,1
54.99,23.08,149.05,2.69,0
9.29,85.5,127.95,1.87,0
62.75,56.73,121.92,2.78,0
61.68,68.64,188.32,2.59,0
38.58,36.75,89.73,1.44,0
80.37,70.87,124.86,1.81,0
50.95,46.63,99.21,1.91,0
46.97,53.13,98.18,0.09,0
20.22,53.3,124.71,0.69,0
35.15,69.47,169.58,1.69,0
60.81,21.99,32.16,1.45,0
59.3,45.76,68.62,0.58,0
48.86,55.19,142.57,3.83,0
51.41,63.99,141.77,1.88,0
41.14,65.15,122.53,3.52,0
95.17,80.53,715.02,34.93,1
42.68,11.26,66.33,3.9,0
48.9,36.53,99.33,3.09,0
24.67,73.76,104.72,2.34,0
58.78,41.62,70.49,3.8,0
75.3,35.59,70.84,3.24,0
43.91,69.53,200.69,2.5,0
36.03,45.46,99.94,1.3,0
26.25,68.9,140.58,2.01,0
36.2,48.12,124.97,1.38,0
60.61,70.74,64.07,2.0,0
24.52,19.57,153.13,2.09,0
56.4,31.56,106.77,2.1,0
96.86,107.15,1135.66,13.92,1
60.88,56.28,179.39,2.37,0
82.15,26.59,86.09,2.59,0
88.65,115.84,1315.94,20.12,1
40.95,47.51,58.53,1.41,0
39.73,50.62,199.92,0.66,0
16.31,38.97,103.5,-0.44,0
26.57,53.3,76.05,2.01,0
26.57,27.35,122.74,-0.31,0
25.44,31.71,113.81,1.74,0
48.74,71.62,117.21,3.8,0
67.18,44.49,84.93,1.62,0
56.72,38.41,157.43,1.69,0
56.72,59.9,154.81,2.66,0
50.6,59.37,115.0,2.26,0
88.32,92.27,646.92,26.63,1
27.61,77.55,110.77,0.07,0
41.94,52.54,166.49,2.18,0
49.3,34.4,72.78,3.88,0
30.76,41.51,94.63,2.66,0
46.19,57.88,90.96,2.91,0
21.52,81.59,83.05,3.21,0
95.71,52.89,930.31,10.8,1
66.8,50.96,127.14,2.63,0
33.59,43.25,48.37,3.28,0
53.26,21.48,212.98,2.67,0
32.12,58.75,86.7,2.3,0
82.41,82.83,1712.42,43.37,1
51.49,37.33,110.83,0.7,0
26.95,35.04,59.9,0.76,0
63.83,76.63,151.78,1.44,0
37.86,35.92,114.55,2.54,0
36.93,71.06,191.62,0.82,0
41.46,27.79,147.64,0.75,0
35.42,67.39,156.11,-0.71,0
81.79,55.66,132.95,0.05,0
36.3,82.1,140.83,2.54,0
39.74,45.51,100.27,4.0,0
29.21,48.26,137.89,2.25,0
69.51,17.91,132.55,3.37,0
42.8,62.81,121.64,0.59,0
30.4,52.36,96.34,1.6,0
21.35,76.35,122.35,2.12,0
49.07,52.42,110.13,2.18,0
115.09,76.48,1297.03,38.85,1
19.15,39.78,79.27,1.32,0
38.7,5.74,209.3,1.11,0
25.3,37.39,25.07,2.67,0
25.54,33.59,35.16,2.77,0
23.69,63.16,62.57,0.88,0
54.66,53.47,171.34,0.64,0
37.75,53.0,115.16,1.83,0
20.96,54.69,87.41,1.82,0
64.03,54.47,170.32,2.22,0
74.76,68.25,201.13,1.78,0
42.19,93.76,129.69,1.36,1
57.98,45.79,145.14,0.54,0
8.4,47.46,118.65,2.22,0
35.8,78.96,128.18,2.19,0
41.5,63.12,48.13,1.16,0
39.12,42.85,57.81,3.07,0
71.84,44.57,81.78,2.6,0
46.21,43.56,146.97,3.63,0
20.81,32.74,122.56,2.86,0
18.64,42.83,151.76,2.54,0
50.59,71.61,145.25,0.04,0
19.2,56.48,142.0,1.91,0
23.92,34.06,135.23,3.11,0
24.24,51.0,97.47,2.95,0
23.29,86.71,121.96,2.21,0
74.65,86.23,1629.93,24.88,1
19.82,64.69,94.38,1.89,0
30.26,47.65,118.87,1.28,0
18.94,54.44,186.63,-0.24,0
43.17,-0.32,130.18,3.26,0
47.37,38.34,107.33,1.66,0
56.72,33.54,135.98,1.83,0
53.04,45.58,112.55,1.27,0
65.92,4.16,97.99,2.4,0
49.35,63.49,167.82,1.87,0
43.91,45.01,133.6,1.96,0
39.81,72.39,60.0,1.7,0
64.15,47.22,92.29,2.09,0
44.29,10.7,82.96,2.88,0
38.31,41.98,75.81,2.18,0
40.59,61.14,142.06,1.63,0
9.6,39.94,58.03,3.12,0
72.46,44.21,154.38,2.1,0
33.17,56.73,148.5,2.13,0
36.36,46.92,137.68,0.88,0
26.43,31.5,107.05,1.38,0
46.14,58.9,161.83,0.75,0
50.56,38.12,156.69,1.59,0
50.54,70.15,134.69,3.53,0
27.89,78.38,164.86,2.26,0
42.16,40.14,106.85,0.93,0
51.23,49.2,114.74,4.23,0
67.94,76.33,117.14,1.13,0
97.29,95.79,716.64,22.0,1
17.24,37.13,140.41,1.12,0
27.92,43.19,141.46,3.44,0
43.35,56.5,112.65,2.98,0
42.88,8.27,105.96,2.55,0
45.46,80.95,117.18,1.47,0
38.03,51.12,140.43,2.15,0
35.78,82.15,157.74,3.1,0
56.87,37.2,93.18,0.92,0
23.25,40.85,91.34,2.31,0
37.88,64.81,62.98,2.95,0
44.2,51.11,184.42,3.51,0
30.97,48.08,135.17,2.16,0
33.53,59.56,132.71,2.25,0
28.36,45.12,130.58,0.97,0
39.38,56.29,171.69,2.88,0
54.74,52.66,174.74,1.46,0
21.48,72.35,98.37,1.18,0
48.52,63.18,103.84,1.89,0
42.91,43.91,125.67,2.85,0
58.6,40.99,96.27,0.96,0
44.45,62.91,139.41,2.15,0
41.56,29.91,117.61,1.7,0
31.01,62.39,133.19,2.39,0
1.7,57.74,109.78,4.3,0
43.48,80.59,59.3,2.94,0
113.38,85.22,2155.3,31.94,1
36.19,63.58,135.08,2.99,0
35.02,17.77,127.69,1.95,0
29.79,57.11,104.68,1.24,0
43.01,68.79,129.55,1.83,0
60.34,70.65,48.59,1.01,0
25.69,47.89,103.28,0.33,0
53.9,67.68,131.4,1.8,0
87.24,85.82,1046.46,29.77,1
42.71,57.14,117.37,2.1,0
41.92,25.47,100.05,1.08,0
35.88,69.18,95.42,3.3,0
95.19,80.13,1659.14,37.3,1
30.4,24.13,206.02,2.37,0
51.31,67.31,109.94,2.1,0
32.7,49.17,89.97,2.42,0
56.33,35.47,132.54,2.05,0
45.76,61.07,55.6,1.4,0
23.97,21.65,103.02,2.37,0
50.69,34.37,124.93,2.39,0
62.64,85.08,142.64,1.1,0
25.96,62.2,97.25,2.88,0
89.38,77.97,1211.13,45.03,1
39.49,31.56,166.76,1.99,0
25.96,47.56,121.85,2.21,0
40.63,77.61,110.67,2.11,0
30.43,52.68,126.97,1.42,0
15.93,65.08,152.27,1.13,0
20.04,68.03,139.74,3.01,0
51.73,36.25,177.33,2.46,0
52.87,42.4,90.46,1.71,0
55.58,50.44,110.33,1.29,0
28.4,60.13,131.45,1.45,0
20.61,100.65,30.42,1.06,1
60.2,46.61,99.23,3.03,0
115.68,76.61,1279.45,28.23,1
84.96,83.91,1636.28,30.82,1
65.51,70.87,163.31,2.05,0
84.16,46.98,163.07,1.19,0
27.56,30.97,96.63,2.19,0
28.53,32.2,131.63,2.07,0
34.43,45.87,148.22,2.24,0
49.87,13.54,143.51,4.33,0
53.66,20.59,92.1,1.71,0
26.53,63.77,144.02,1.97,0
18.47,52.49,131.21,1.47,0
111.75,90.04,1082.05,20.69,1
49.01,46.66,140.53,3.37,0
57.81,73.52,72.02,1.51,0
40.63,29.73,110.91,0.83,0
36.67,38.16,157.33,3.34,0
22.99,75.85,90.27,1.74,0
50.17,31.09,170.24,1.84,0
50.23,10.31,102.65,1.89,0
43.69,73.26,91.92,2.59,0
46.19,90.34,135.76,2.39,1
32.37,40.76,124.44,1.52,0
31.7,61.35,103.61,2.29,0
42.58,44.48,154.54,4.65,0
55.47,39.15,164.01,3.19,0
58.22,25.91,125.73,4.19,0
40.85,49.56,82.38,0.94,0
38.28,24.47,115.64,1.03,0
10.42,48.17,126.6,1.97,0
38.41,36.83,153.88,0.43,0
41.78,94.3,109.83,4.23,1
51.3,37.79,145.19,3.42,0
80.01,59.28,27.76,1.77,0
53.4,50.02,56.2,3.8,0
33.19,66.56,137.48,0.72,0
43.5,51.72,163.51,1.55,0
62.94,48.06,86.94,3.09,0
34.77,72.81,167.72,2.13,0
54.05,57.54,65.13,3.58,0
63.24,99.91,83.06,1.68,1
27.12,28.21,93.78,1.83,0
35.58,-5.86,120.56,1.73,0
33.6,52.41,86.7,3.07,0
35.03,28.47,144.2,2.92,0
48.91,23.87,109.63,0.08,0
94.52,115.61,770.43,43.63,1
23.1,74.24,160.1,1.13,0
67.7,27.07,101.92,3.06,0
33.73,44.73,190.65,0.81,0
52.92,82.98,128.7,1.15,0
42.07,32.53,113.28,1.92,0
50.64,4.52,85.21,1.93,0
66.43,50.12,158.37,1.61,0
33.15,52.31,84.06,2.41,0
14.94,44.33,173.78,2.18,0
37.51,27.82,129.95,2.39,0
48.07,41.57,130.25,1.84,0
51.64,51.47,145.87,1.11,0
39.82,57.98,209.0,0.62,0
29.45,33.29,140.76,1.49,0
51.44,40.06,124.04,2.36,0
59.61,77.76,100.28,4.59,0
56.05,28.72,142.31,2.88,0
30.56,82.92,113.09,2.54,0
55.22,18.13,142.51,1.95,0
35.32,68.91,104.69,1.12,0
71.99,21.62,81.63,3.6,0
86.01,82.27,1281.53,21.44,1
23.86,39.87,75.06,2.95,0
40.15,34.65,135.38,1.66,0
60.82,94.28,96.71,2.83,1
15.08,40.83,179.29,0.95,0
51.08,53.23,132.48,2.88,0
43.36,41.78,152.18,2.38,0
40.58,29.86,98.04,1.33,0
43.43,56.31,122.23,2.95,0
49.31,60.76,80.95,1.27,0
42.34,63.92,127.93,1.55,0
22.07,19.44,135.47,1.9,0
71.01,67.29,91.47,2.97,0
42.31,57.74,110.91,2.84,0
